pokedex_number,name,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classification,defense,experience_growth,height_m,hp,percentage_male,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
263,Zigzagoon,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,3840,70,240,255,Tiny Racoon Pokémon,41,1000000,0.4,38,50,30,41,60,normal,,17.5,3,0
264,Linoone,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,420,90,Rush Pokémon,61,1000000,0.5,78,50,50,61,100,normal,,32.5,3,0
265,Wurmple,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,3840,70,195,255,Worm Pokémon,35,1000000,0.3,45,50,20,30,20,bug,,3.6,3,0
266,Silcoon,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,Cocoon Pokémon,55,1000000,0.6,50,50,25,25,15,bug,,10,3,0
267,Beautifly,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,3840,70,395,45,Butterfly Pokémon,50,1000000,1,60,50,100,50,65,bug,flying,28.4,3,0
268,Cascoon,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,Cocoon Pokémon,55,1000000,0.7,50,50,25,25,15,bug,,11.5,3,0
269,Dustox,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,3840,70,385,45,Poison Moth Pokémon,70,1000000,1.2,60,50,50,90,65,bug,poison,31.6,3,0
270,Lotad,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,30,3840,70,220,255,Water Weed Pokémon,30,1059860,0.5,40,50,40,50,30,water,grass,2.6,3,0
271,Lombre,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,3840,70,340,120,Jolly Pokémon,50,1059860,1.2,60,50,60,70,50,water,grass,32.5,3,0
272,Ludicolo,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,3840,70,480,45,Carefree Pokémon,70,1059860,1.5,80,50,90,100,70,water,grass,55,3,0
273,Seedot,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,220,255,Acorn Pokémon,50,1059860,0.5,40,50,30,30,30,grass,,4,3,0
274,Nuzleaf,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,3840,70,340,120,Wily Pokémon,40,1059860,1,70,50,60,40,60,grass,dark,28,3,0
275,Shiftry,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,100,3840,70,480,45,Wickid Pokémon,60,1059860,1.3,90,50,90,60,80,grass,dark,59.6,3,0
276,Taillow,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,270,200,TinySwallow Pokémon,30,1059860,0.3,40,50,30,30,85,normal,flying,2.3,3,0
277,Swellow,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,455,45,Swallow Pokémon,60,1059860,0.7,60,50,75,50,125,normal,flying,19.8,3,0
278,Wingull,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,30,5120,70,270,190,Seagull Pokémon,30,1000000,0.6,40,50,55,30,85,water,flying,9.5,3,0
279,Pelipper,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,440,45,Water Bird Pokémon,100,1000000,1.2,60,50,95,70,65,water,flying,28,3,0
280,Ralts,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,5120,35,198,235,Feeling Pokémon,25,1250000,0.4,28,50,45,35,40,psychic,fairy,6.6,3,0
281,Kirlia,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,5120,35,278,120,Emotion Pokémon,35,1250000,0.8,38,50,65,55,50,psychic,fairy,20.2,3,0
282,Gardevoir,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,5120,35,618,45,Embrace Pokémon,65,1250000,1.6,68,50,165,135,100,psychic,fairy,48.4,3,0
283,Surskit,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,30,3840,70,269,200,Pond Skater Pokémon,32,1000000,0.5,40,50,50,52,65,bug,water,1.7,3,0
284,Masquerain,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,3840,70,454,75,Eyeball Pokémon,62,1000000,0.8,70,50,100,82,80,bug,flying,3.6,3,0
285,Shroomish,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,295,255,Mushroom Pokémon,60,1640000,0.4,60,50,40,60,35,grass,,4.5,3,0
286,Breloom,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,130,3840,70,460,90,Mushroom Pokémon,80,1640000,1.2,60,50,60,60,70,grass,fighting,39.2,3,0
287,Slakoth,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,280,255,Slacker Pokémon,60,1250000,0.8,60,50,35,35,30,normal,,24,3,0
288,Vigoroth,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,440,120,Wild Monkey Pokémon,80,1250000,1.4,80,50,55,55,90,normal,,46.5,3,0
289,Slaking,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,3840,70,670,45,Lazy Pokémon,100,1250000,2,150,50,95,65,100,normal,,130.5,3,0
290,Nincada,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,3840,70,266,255,Trainee Pokémon,90,600000,0.5,31,50,30,30,40,bug,ground,5.5,3,0
291,Ninjask,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,90,3840,70,456,120,Ninja Pokémon,45,600000,0.8,61,50,50,50,160,bug,flying,12,3,0
292,Shedinja,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,90,3840,70,236,45,Shed Pokémon,45,600000,0.8,1,,30,30,40,bug,ghost,1.2,3,0
293,Whismur,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,51,5120,70,240,190,Whisper Pokémon,23,1059860,0.6,64,50,51,23,28,normal,,16.3,3,0
294,Loudred,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,5120,70,360,120,Big Voice Pokémon,43,1059860,1,84,50,71,43,48,normal,,40.5,3,0
295,Exploud,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,5120,70,490,45,Loud Noise Pokémon,63,1059860,1.5,104,50,91,73,68,normal,,84,3,0
296,Makuhita,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,60,5120,70,237,180,Guts Pokémon,30,1640000,1,72,75.4,20,30,25,fighting,,86.4,3,0
297,Hariyama,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,474,200,Arm Thrust Pokémon,60,1640000,2.3,144,75.4,40,60,50,fighting,,253.8,3,0
298,Azurill,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,20,2560,70,190,150,Polka Dot Pokémon,40,800000,0.2,50,24.6,20,40,20,normal,fairy,2,3,0
299,Nosepass,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,5120,70,375,255,Compass Pokémon,135,1000000,1,30,50,45,90,30,rock,,97,3,0
300,Skitty,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,260,255,Kitten Pokémon,45,800000,0.6,50,24.6,35,35,50,normal,,11,3,0
301,Delcatty,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,3840,70,400,60,Prim Pokémon,65,800000,1.1,70,24.6,55,55,90,normal,,32.6,3,0
302,Sableye,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,85,6400,35,480,45,Darkness Pokémon,125,1059860,0.5,50,50,85,115,20,dark,ghost,11,3,0
303,Mawile,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,105,5120,70,480,45,Deceiver Pokémon,125,800000,0.6,50,50,55,95,50,steel,fairy,11.5,3,0
304,Aron,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,8960,35,330,180,Iron Armor Pokémon,100,1250000,0.4,50,50,40,40,30,steel,rock,60,3,0
305,Lairon,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,8960,35,430,90,Iron Armor Pokémon,140,1250000,0.9,60,50,50,50,40,steel,rock,120,3,0
306,Aggron,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,140,8960,35,630,45,Iron Armor Pokémon,230,1250000,2.1,70,50,60,80,50,steel,rock,360,3,0
307,Meditite,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,40,5120,70,280,180,Meditate Pokémon,55,1000000,0.6,30,50,40,55,60,fighting,psychic,11.2,3,0
308,Medicham,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,5120,70,510,90,Meditate Pokémon,85,1000000,1.3,60,50,80,85,100,fighting,psychic,31.5,3,0
309,Electrike,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,5120,70,295,120,Lightning Pokémon,40,1250000,0.6,40,50,65,40,65,electric,,15.2,3,0
310,Manectric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,5120,70,575,45,Discharge Pokémon,80,1250000,1.5,70,50,135,80,135,electric,,40.2,3,0
311,Plusle,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,405,200,Cheering Pokémon,40,1000000,0.4,60,50,85,75,95,electric,,4.2,3,0
312,Minun,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,405,200,Cheering Pokémon,50,1000000,0.4,60,50,75,85,95,electric,,4.2,3,0
313,Volbeat,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,73,3840,70,430,150,Firefly Pokémon,75,600000,0.7,65,100,47,85,85,bug,,17.7,3,0
314,Illumise,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,3840,70,430,150,Firefly Pokémon,75,1640000,0.6,65,0,73,85,85,bug,,17.7,3,0
315,Roselia,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,60,5120,70,400,150,Thorn Pokémon,45,1059860,0.3,50,50,100,80,65,grass,poison,2,3,0
316,Gulpin,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,43,5120,70,302,225,Stomach Pokémon,53,1640000,0.4,70,50,43,53,40,poison,,10.3,3,0
317,Swalot,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,73,5120,70,467,75,Poison Bag Pokémon,83,1640000,1.7,100,50,73,83,55,poison,,80,3,0
318,Carvanha,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,90,5120,35,305,225,Savage Pokémon,20,1250000,0.8,45,50,65,20,65,water,dark,20.8,3,0
319,Sharpedo,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,140,5120,35,560,60,Brutal Pokémon,70,1250000,1.8,70,50,110,65,105,water,dark,88.8,3,0
320,Wailmer,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,10240,70,400,125,Ball Whale Pokémon,35,1640000,2,130,50,70,35,60,water,,130,3,0
321,Wailord,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,90,10240,70,500,60,Float Whale Pokémon,45,1640000,14.5,170,50,90,45,60,water,,398,3,0
322,Numel,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,5120,70,305,255,Numb Pokémon,40,1000000,0.7,60,50,65,45,35,fire,ground,24,3,0
323,Camerupt,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,120,5120,70,560,150,Eruption Pokémon,100,1000000,1.9,70,50,145,105,20,fire,ground,220,3,0
324,Torkoal,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,5120,70,470,90,Coal Pokémon,140,1000000,0.5,70,50,85,70,20,fire,,80.4,3,0
325,Spoink,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,5120,70,330,255,Bounce Pokémon,35,800000,0.7,60,50,70,80,60,psychic,,30.6,3,0
326,Grumpig,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,470,60,Manipulate Pokémon,65,800000,0.9,80,50,90,110,80,psychic,,71.5,3,0
327,Spinda,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,360,255,Spot Panda Pokémon,60,800000,1.1,60,50,60,60,60,normal,,5,3,0
328,Trapinch,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,290,255,Ant Pit Pokémon,45,1059860,0.7,45,50,45,45,10,ground,,15,3,0
329,Vibrava,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,5120,70,340,120,Vibration Pokémon,50,1059860,1.1,50,50,50,50,70,ground,dragon,15.3,3,0
330,Flygon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,5120,70,520,45,Mystic Pokémon,80,1059860,2,80,50,80,80,100,ground,dragon,82,3,0
331,Cacnea,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,5120,35,335,190,Cactus Pokémon,40,1059860,0.4,50,50,85,40,35,grass,,51.3,3,0
332,Cacturne,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,115,5120,35,475,60,Scarecrow Pokémon,60,1059860,1.3,70,50,115,60,55,grass,dark,77.4,3,0
333,Swablu,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,5120,70,310,255,Cotton Bird Pokémon,60,600000,0.4,45,50,40,75,50,normal,flying,1.2,3,0
334,Altaria,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,110,5120,70,590,45,Humming Pokémon,110,600000,1.1,75,50,110,105,80,dragon,flying,20.6,3,0
335,Zangoose,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,458,90,Cat Ferret Pokémon,60,600000,1.3,73,50,60,60,90,normal,,40.3,3,0
336,Seviper,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,5120,70,458,90,Fang Snake Pokémon,60,1640000,2.7,73,50,100,60,65,poison,,52.5,3,0
337,Lunatone,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,6400,70,460,45,Meteorite Pokémon,65,800000,1,90,,95,85,70,rock,psychic,168,3,0
338,Solrock,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,6400,70,460,45,Meteorite Pokémon,85,800000,1.2,90,,55,65,70,rock,psychic,154,3,0
339,Barboach,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,48,5120,70,288,190,Whiskers Pokémon,43,1000000,0.4,50,50,46,41,60,water,ground,1.9,3,0
340,Whiscash,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,5120,70,468,75,Whiskers Pokémon,73,1000000,0.9,110,50,76,71,60,water,ground,23.6,3,0
341,Corphish,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,3840,70,308,205,Ruffian Pokémon,65,1640000,0.6,43,50,50,35,35,water,,11.5,3,0
342,Crawdaunt,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,3840,70,468,155,Rogue Pokémon,85,1640000,1.1,63,50,90,55,55,water,dark,32.8,3,0
343,Baltoy,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,5120,70,300,255,Clay Doll Pokémon,55,1000000,0.5,40,,40,70,55,ground,psychic,21.5,3,0
344,Claydol,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,5120,70,500,90,Clay Doll Pokémon,105,1000000,1.5,60,,70,120,75,ground,psychic,108,3,0
345,Lileep,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,7680,70,355,45,Sea Lily Pokémon,77,600000,1,66,88.1,61,87,23,rock,grass,23.8,3,0
346,Cradily,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,7680,70,495,45,Barnacle Pokémon,97,600000,1.5,86,88.1,81,107,43,rock,grass,60.4,3,0
347,Anorith,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,95,7680,70,355,45,Old Shrimp Pokémon,50,600000,0.7,45,88.1,40,50,75,rock,bug,12.5,3,0
348,Armaldo,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,7680,70,495,45,Plate Pokémon,100,600000,1.5,75,88.1,70,80,45,rock,bug,68.2,3,0
349,Feebas,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,5120,70,200,255,Fish Pokémon,20,600000,0.6,20,50,10,55,80,water,,7.4,3,0
350,Milotic,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5120,70,540,60,Tender Pokémon,79,600000,6.2,95,50,100,125,81,water,,162,3,0
351,Castform,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,6400,70,420,45,Weather Pokémon,70,1000000,0.3,70,50,70,70,70,normal,,0.8,3,0
352,Kecleon,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5120,70,440,200,Color Swap Pokémon,70,1059860,1,60,50,60,120,40,normal,,22,3,0
353,Shuppet,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,75,6400,35,295,225,Puppet Pokémon,35,800000,0.6,44,50,63,33,45,ghost,,2.3,3,0
354,Banette,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,165,6400,35,555,45,Marionette Pokémon,75,800000,1.1,64,50,93,83,75,ghost,,12.5,3,0
355,Duskull,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,6400,35,295,190,Requiem Pokémon,90,800000,0.8,20,50,30,90,25,ghost,,15,3,0
356,Dusclops,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,6400,35,455,90,Beckon Pokémon,130,800000,1.6,40,50,60,130,25,ghost,,30.6,3,0
357,Tropius,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,6400,70,460,200,Fruit Pokémon,83,1250000,2,99,50,72,87,51,grass,flying,100,3,0
358,Chimecho,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,455,45,Wind Chime Pokémon,80,800000,0.6,75,50,95,90,65,psychic,,1,3,0
359,Absol,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,6400,35,565,30,Disaster Pokémon,60,1059860,1.2,65,50,115,60,115,dark,,47,3,0
360,Wynaut,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,23,5120,70,260,125,Bright Pokémon,48,1000000,0.6,95,50,23,48,23,psychic,,14,3,0
361,Snorunt,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,300,190,Snow Hat Pokémon,50,1000000,0.7,50,50,50,50,50,ice,,16.8,3,0
362,Glalie,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5120,70,580,75,Face Pokémon,80,1000000,1.5,80,50,120,80,100,ice,,256.5,3,0
363,Spheal,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,40,5120,70,290,255,Clap Pokémon,50,1059860,0.8,70,50,55,50,25,ice,water,39.5,3,0
364,Sealeo,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,5120,70,410,120,Ball Roll Pokémon,70,1059860,1.1,90,50,75,70,45,ice,water,87.6,3,0
365,Walrein,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,5120,70,530,45,Ice Break Pokémon,90,1059860,1.4,110,50,95,90,65,ice,water,150.6,3,0
366,Clamperl,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,5120,70,345,255,Bivalve Pokémon,85,600000,0.4,35,50,74,55,32,water,,52.5,3,0
367,Huntail,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,5120,70,485,60,Deep Sea Pokémon,105,600000,1.7,55,50,94,75,52,water,,27,3,0
368,Gorebyss,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,5120,70,485,60,South Sea Pokémon,105,600000,1.8,55,50,114,75,52,water,,22.6,3,0
369,Relicanth,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,10240,70,485,25,Longevity Pokémon,130,1250000,1,100,88.1,45,65,55,water,rock,23.4,3,0
370,Luvdisc,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,5120,70,330,225,Rendezvous Pokémon,55,800000,0.6,43,24.6,40,65,97,water,,8.7,3,0
371,Bagon,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,300,45,Rock Head Pokémon,60,1250000,0.6,45,50,40,30,50,dragon,,42.1,3,0
372,Shelgon,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,10240,35,420,45,Endurance Pokémon,100,1250000,1.1,65,50,60,50,50,dragon,,110.5,3,0
373,Salamence,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,10240,35,700,45,Dragon Pokémon,130,1250000,1.5,95,50,120,90,120,dragon,flying,102.6,3,0
374,Beldum,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,10240,35,300,3,Iron Ball Pokémon,80,1250000,0.6,40,,35,60,30,steel,psychic,95.2,3,0
375,Metang,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,420,3,Iron Claw Pokémon,100,1250000,1.2,60,,55,80,50,steel,psychic,202.5,3,0
376,Metagross,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,10240,35,700,3,Iron Leg Pokémon,150,1250000,1.6,80,,105,110,110,steel,psychic,550,3,0
377,Regirock,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,580,3,Rock Peak Pokémon,200,1250000,1.7,80,,50,100,50,rock,,230,3,1
378,Regice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,580,3,Iceberg Pokémon,100,1250000,1.8,80,,100,200,50,ice,,175,3,1
379,Registeel,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,580,3,Iron Pokémon,150,1250000,1.9,80,,75,150,50,steel,,205,3,1
380,Latias,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,700,3,Eon Pokémon,120,1250000,1.4,80,0,140,150,110,dragon,psychic,40,3,1
381,Latios,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,30720,90,700,3,Eon Pokémon,100,1250000,2,80,100,160,120,110,dragon,psychic,60,3,1
382,Kyogre,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,30720,0,770,3,Sea Basin Pokémon,90,1250000,4.5,100,,180,160,90,water,,352,3,1
383,Groudon,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,30720,0,770,3,Continent Pokémon,160,1250000,3.5,100,,150,90,90,ground,,950,3,1
384,Rayquaza,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,30720,0,780,45,Sky High Pokémon,100,1250000,7,105,,180,100,115,dragon,flying,206.5,3,1
385,Jirachi,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,600,3,Wish Pokémon,100,1250000,0.3,100,,100,100,100,steel,psychic,1.1,3,1
386,Deoxys,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,30720,0,600,3,DNA Pokémon,90,1250000,1.7,50,,95,90,180,psychic,,60.8,3,1
387,Turtwig,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,5120,70,318,45,Tiny Leaf Pokémon,64,1059860,0.4,55,88.1,45,55,31,grass,,10.2,4,0
388,Grotle,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,5120,70,405,45,Grove Pokémon,85,1059860,1.1,75,88.1,55,65,36,grass,,97,4,0
389,Torterra,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,5120,70,525,45,Continent Pokémon,105,1059860,2.2,95,88.1,75,85,56,grass,ground,310,4,0
390,Chimchar,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,5120,70,309,45,Chimp Pokémon,44,1059860,0.5,44,88.1,58,44,61,fire,,6.2,4,0
391,Monferno,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,5120,70,405,45,Playful Pokémon,52,1059860,0.9,64,88.1,78,52,81,fire,fighting,22,4,0
392,Infernape,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,5120,70,534,45,Flame Pokémon,71,1059860,1.2,76,88.1,104,71,108,fire,fighting,55,4,0
393,Piplup,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,5120,70,314,45,Penguin Pokémon,53,1059860,0.4,53,88.1,61,56,40,water,,5.2,4,0
394,Prinplup,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,5120,70,405,45,Penguin Pokémon,68,1059860,0.8,64,88.1,81,76,50,water,,23,4,0
